X,Y,PK_RANDOM_SAMPLE_LOCATION,REPORTING_UNIT,WATERBODY_TYPE,WATERBODY_NAME,CAN_BE_SAMPLED,LAT_DD,LAT_MM,LAT_SS,LONG_DD,LONG_MM,LONG_SS,PUBLIC_LAND_SURVEY_COORDINATES,COUNTY_NAME,QUARTER_QUAD_MAP_NUMBER,HYDROLOGIC_UNIT_NAME,COMMENTS,OBJECTID
-82.13353884,30.06064533,Z2-SS-7058,ZONE 2,STREAM,,No,30,3,38.302747,82,8,0.727653,,BRADFORD,Q4918,SANTA FE,Rayonier,34267
-83.56951936,30.17506664,Z2-SS-7059,ZONE 2,STREAM,WOODS CREEK,Yes,30,10,30.219517,83,34,10.255993,,TAYLOR,Q5029,ECONFINA-STEINHATCHEE,HA also conducted.,34268
-82.78099585,29.28995122,Z2-SS-7060,ZONE 2,STREAM,,N/A,29,17,23.804649,82,46,51.572305,,LEVY,Q4323,WACCASASSA,,34269
-82.59752634,30.09024406,Z2-SS-7061,ZONE 2,STREAM,ROSE CREEK,N/A,30,5,24.858179,82,35,51.08217,,COLUMBIA,Q4921,SANTA FE,,34270
-82.08594176,30.03469887,Z2-SS-7062,ZONE 2,STREAM,,N/A,30,2,4.895492,82,5,9.378195,,BRADFORD,Q4917,SANTA FE,,34271
-83.56818071,30.13680265,Z2-SS-7063,ZONE 2,STREAM,,N/A,30,8,12.469162,83,34,5.436884,,TAYLOR,Q5029,ECONFINA-STEINHATCHEE,,34272
-82.88762787,29.21021809,Z2-SS-7064,ZONE 2,STREAM,,N/A,29,12,36.765477,82,53,15.447501,,LEVY,Q4224,WACCASASSA,,34273
-82.86619216,30.18015556,Z2-SS-7065,ZONE 2,STREAM,CRAB CREEK,N/A,30,10,48.539543,82,51,58.278801,,SUWANNEE,Q5023,LOWER SUWANNEE,,34274
-83.53827987,29.96476942,Z2-SS-7066,ZONE 2,STREAM,SPRING WARRIOR CREEK,N/A,29,57,53.149699,83,32,17.793897,,TAYLOR,Q4829,ECONFINA-STEINHATCHEE,,34275
-82.34837284,29.79549978,Z2-SS-7067,ZONE 2,STREAM,,N/A,29,47,43.778998,82,20,54.129868,,ALACHUA,Q4719,SANTA FE,,34276
-82.65799745,29.35052945,Z2-SS-8075,ZONE 2,STREAM,MAGEE BRANCH,N/A,29,21,1.88622,82,39,28.7782,,LEVY,Q4322,WACCASASSA,,34277
-83.57893882,30.52553605,Z2-SS-8076,ZONE 2,STREAM,LITTLE AUCILLA RIVER,N/A,30,31,31.9091,83,34,44.166,,MADISON,Q5329,AUCILLA,no identifiable stream channel; more like sheet flow (Tom B.),34278
-82.45679331,30.01612264,Z2-SS-8077,ZONE 2,STREAM,,N/A,30,0,58.0211,82,27,24.4434,,UNION,Q4920,SANTA FE,,34279
-83.6650513,30.061509,Z2-SS-8078,ZONE 2,STREAM,,N/A,30,3,41.4121,83,39,54.1709,,TAYLOR,Q4930,ECONFINA-STEINHATCHEE,Foley,34280
-82.51487915,29.84466359,Z2-SS-8079,ZONE 2,STREAM,MILL CREEK,N/A,29,50,40.7687,82,30,53.5524,,ALACHUA,Q4721,SANTA FE,,34281
-82.07302997,30.02908607,Z2-SS-8080,ZONE 2,STREAM,,N/A,30,1,44.6894,82,4,22.8958,,BRADFORD,Q4917,SANTA FE,,34282
-83.2888274,29.87488519,Z2-SS-8081,ZONE 2,STREAM,,N/A,29,52,29.5665,83,17,19.7653,,LAFAYETTE,Q4727,ECONFINA-STEINHATCHEE,,34283
-83.5104559,30.17173211,Z2-SS-8082,ZONE 2,STREAM,SPRING CREEK,N/A,30,10,18.2152,83,30,37.6276,,TAYLOR,Q5029,ECONFINA-STEINHATCHEE,Zach said dry ,34284
-82.61791512,29.17777107,Z2-SS-8083,ZONE 2,STREAM,NORTH PRONG TENMILE CREEK,N/A,29,10,39.9562,82,37,4.48186,,LEVY,Q4221,WACCASASSA,,34285
-82.34183447,29.94848512,Z2-SS-8084,ZONE 2,STREAM,,N/A,29,56,54.5261,82,20,30.5917,,BRADFORD,Q4819,SANTA FE,,34286
-82.53454649,30.02849333,Z2-SS-8085,ZONE 2,STREAM,OLUSTEE CREEK,N/A,30,1,42.5556,82,32,4.35476,,UNION,Q4921,SANTA FE,,34287
-82.47751993,30.52658118,Z2-SS-7068,ZONE 2,STREAM,,N/A,30,31,35.67144,82,28,39.059136,,COLUMBIA,Q5320,UPPER SUWANNEE,,34311
-83.00705081,30.61448813,Z2-SS-7069,ZONE 2,STREAM,ALLIGATOR CREEK,N/A,30,36,52.136435,83,0,25.369754,,HAMILTON,Q5325,ALAPAHA,,34312
-83.57496104,29.82638402,Z2-SS-7070,ZONE 2,STREAM,BLUE CREEK,N/A,29,49,34.962352,83,34,29.846095,,TAYLOR,Q4729,ECONFINA-STEINHATCHEE,,34313
-82.29400902,29.95660239,Z2-SS-7071,ZONE 2,STREAM,,N/A,29,57,23.748234,82,17,38.420137,,BRADFORD,Q4819,SANTA FE,,34314
-82.69163642,29.34349574,Z2-SS-7072,ZONE 2,STREAM,MAGEE BRANCH,N/A,29,20,36.564867,82,41,29.87846,,LEVY,Q4322,WACCASASSA,,34315
-82.89392009,30.3391778,Z2-SS-7073,ZONE 2,STREAM,,N/A,30,20,21.01947,82,53,38.09931,,SUWANNEE,Q5124,UPPER SUWANNEE,,34316
-83.45978478,29.99252886,Z2-SS-7074,ZONE 2,STREAM,ATHENA WARRIOR CREEK,N/A,29,59,33.08363,83,27,35.211668,,TAYLOR,Q4828,ECONFINA-STEINHATCHEE,,34317
-83.55992031,30.55021411,Z2-SS-7075,ZONE 2,STREAM,LITTLE AUCILLA RIVER,N/A,30,33,0.750081,83,33,35.699387,,MADISON,Q5329,AUCILLA,,34318
-83.28481744,29.88390392,Z2-SS-7076,ZONE 2,STREAM,,N/A,29,53,2.033932,83,17,5.329425,,LAFAYETTE,Q4827,ECONFINA-STEINHATCHEE,,34319
-82.76275124,29.83657526,Z2-SS-7077,ZONE 2,STREAM,COW CREEK,N/A,29,50,11.650736,82,45,45.891645,,GILCHRIST,Q4723,SANTA FE,,34320
-82.78238675,29.24921459,Z2-SS-7078,ZONE 2,STREAM,CABBAGE SLOUGH,N/A,29,14,57.152818,82,46,56.579563,,LEVY,Q4223,WACCASASSA,,34321
-83.58787774,29.94118133,Z2-SS-8086,ZONE 2,STREAM,,N/A,29,56,28.2326,83,35,16.3462,,TAYLOR,Q4829,ECONFINA-STEINHATCHEE,,34322
-82.6519655,30.38455624,Z2-SS-8087,ZONE 2,STREAM,,N/A,30,23,4.3818,82,39,7.06303,,COLUMBIA,Q5222,UPPER SUWANNEE,,34323
-82.37797033,29.86172466,Z2-SS-8088,ZONE 2,STREAM,ROCKY CREEK,N/A,29,51,42.1885,82,22,40.6808,,ALACHUA,Q4720,SANTA FE,,34324
-83.31362485,29.65401083,Z2-SS-8089,ZONE 2,STREAM,,N/A,29,39,14.419,83,18,49.0361,,DIXIE,Q4627,ECONFINA-STEINHATCHEE,,34325
-83.77334752,30.10360495,Z2-SS-8090,ZONE 2,STREAM,REGULAR CREEK,N/A,30,6,12.9575,83,46,24.0372,,TAYLOR,Q4931,ECONFINA-STEINHATCHEE,,34326
-82.58057845,29.8731289,Z2-SS-8091,ZONE 2,STREAM,,N/A,29,52,23.2438,82,34,50.0698,,ALACHUA,Q4721,SANTA FE,,34327
-83.3037184,29.78515852,Z2-SS-8092,ZONE 2,STREAM,,N/A,29,47,6.55057,83,18,13.3729,,DIXIE,Q4727,ECONFINA-STEINHATCHEE,,34328
-82.46844234,30.13460147,Z2-SS-8093,ZONE 2,STREAM,,N/A,30,8,4.5448,82,28,6.37987,,COLUMBIA,Q5020,SANTA FE,,34329
-83.91988324,30.33498046,Z2-SS-8094,ZONE 2,STREAM,BAILEY MILL CREEK,N/A,30,20,5.90917,83,55,11.5656,,JEFFERSON,Q5132,AUCILLA,,34330
-82.53239313,29.92195006,Z2-SS-8095,ZONE 2,STREAM,,N/A,29,55,18.9999,82,31,56.6027,,ALACHUA,Q4821,SANTA FE,,34331
-83.49403549,29.98264649,Z2-SS-8096,ZONE 2,STREAM,ATHENA WARRIOR CREEK,N/A,29,58,57.5071,83,29,38.5142,,TAYLOR,Q4828,ECONFINA-STEINHATCHEE,,34332
-82.4205268,29.9278907,Z2-SS-7079,ZONE 2,STREAM,,N/A,29,55,40.386208,82,25,13.884037,,UNION,Q4820,SANTA FE,,34355
-82.36792134,29.95070518,Z2-SS-7080,ZONE 2,STREAM,FIVEMILE CREEK,N/A,29,57,2.518292,82,22,4.504432,,UNION,Q4819,SANTA FE,,34356
-83.88427502,30.11890233,Z2-SS-7081,ZONE 2,STREAM,,N/A,30,7,8.028078,83,53,3.37605,,TAYLOR,Q4932,ECONFINA-STEINHATCHEE,,34357
-82.69554184,29.21532631,Z2-SS-7082,ZONE 2,STREAM,PORTER SLOUGH,N/A,29,12,55.155012,82,41,43.937968,,LEVY,Q4222,WACCASASSA,,34358
-83.91139764,30.37552275,Z2-SS-7083,ZONE 2,STREAM,WELAUNEE CREEK,N/A,30,22,31.861365,83,54,41.017427,,JEFFERSON,Q5232,AUCILLA,,34359
-83.11199382,29.65399347,Z2-SS-7084,ZONE 2,STREAM,,N/A,29,39,14.356491,83,6,43.164619,,DIXIE,Q4625,ECONFINA-STEINHATCHEE,,34360
-82.07280518,29.87448673,Z2-SS-7085,ZONE 2,STREAM,,N/A,29,52,28.131914,82,4,22.086554,,BRADFORD,Q4717,SANTA FE,,34361
-82.68159742,30.37861704,Z2-SS-7086,ZONE 2,STREAM,,N/A,30,22,43.000682,82,40,53.737902,,HAMILTON,Q5222,UPPER SUWANNEE,,34362
-82.61590263,30.24873875,Z2-SS-7087,ZONE 2,STREAM,FALLING CREEK,N/A,30,14,55.438945,82,36,57.236756,,COLUMBIA,Q5021,UPPER SUWANNEE,,34363
-82.1226012,30.09872866,Z2-SS-7088,ZONE 2,STREAM,OLUSTEE CREEK,N/A,30,5,55.402671,82,7,21.352138,,BRADFORD,Q4917,SANTA FE,,34364
-83.58576278,30.22538748,Z2-SS-7089,ZONE 2,STREAM,,N/A,30,13,31.374503,83,35,8.73231,,TAYLOR,Q5029,ECONFINA-STEINHATCHEE,,34365
-82.62069476,30.36597671,Z2-SS-8097,ZONE 2,STREAM,DEEP CREEK,N/A,30,21,57.4955,82,37,14.4884,,COLUMBIA,Q5121,UPPER SUWANNEE,,34366
-83.37908631,29.56458489,Z2-SS-8098,ZONE 2,STREAM,,N/A,29,33,52.4857,83,22,44.6973,,DIXIE,Q4528,ECONFINA-STEINHATCHEE,,34367
-82.24346977,29.97932674,Z2-SS-8099,ZONE 2,STREAM,MCKINNEY BRANCH,N/A,29,58,45.5559,82,14,36.4789,,BRADFORD,Q4818,SANTA FE,,34368
-83.99505076,30.22916664,Z2-SS-8100,ZONE 2,STREAM,,N/A,30,13,44.9795,83,59,42.1686,,JEFFERSON,Q5032,AUCILLA,,34369
-82.87283337,29.20848166,Z2-SS-8101,ZONE 2,STREAM,,N/A,29,12,30.5143,82,52,22.1873,,LEVY,Q4223,WACCASASSA,,34370
-82.27238331,30.00256793,Z2-SS-8102,ZONE 2,STREAM,NEW RIVER,N/A,30,0,9.22417,82,16,20.5676,,BRADFORD,Q4919,SANTA FE,,34371
-82.67944509,29.24209298,Z2-SS-8103,ZONE 2,STREAM,PORTER SLOUGH,N/A,29,14,31.515,82,40,45.9897,,LEVY,Q4222,WACCASASSA,,34372
-82.60595272,30.15408502,Z2-SS-8104,ZONE 2,STREAM,PRICE CREEK,N/A,30,9,14.6856,82,36,21.4171,,COLUMBIA,Q5021,SANTA FE,,34373
-83.71518994,30.40415785,Z2-SS-8105,ZONE 2,STREAM,ROCKY CREEK,N/A,30,24,14.9477,83,42,54.6699,,MADISON,Q5230,AUCILLA,,34374
-83.79205232,30.34711762,Z2-SS-8106,ZONE 2,STREAM,,N/A,30,20,49.6029,83,47,31.3744,,MADISON,Q5131,AUCILLA,,34375
-82.38744131,29.98867271,Z2-SS-8107,ZONE 2,STREAM,FIVEMILE CREEK,N/A,29,59,19.2014,82,23,14.7763,,UNION,Q4820,SANTA FE,,34376
-82.70734374,29.26430896,Z2-SS-7090,ZONE 2,STREAM,WEKIVA RIVER,N/A,29,15,51.492526,82,42,26.424789,,LEVY,Q4322,WACCASASSA,,34399
-82.49102292,30.08005038,Z2-SS-7091,ZONE 2,STREAM,,N/A,30,4,48.160922,82,29,27.669969,,UNION,Q4920,SANTA FE,,34400
-83.48620178,30.11597416,Z2-SS-7092,ZONE 2,STREAM,,N/A,30,6,57.486598,83,29,10.312801,,TAYLOR,Q4928,ECONFINA-STEINHATCHEE,,34401
-82.66010746,30.14377452,Z2-SS-7093,ZONE 2,STREAM,CANNON CREEK,N/A,30,8,37.567815,82,39,36.374128,,COLUMBIA,Q5022,SANTA FE,,34402
-83.33981451,29.96834434,Z2-SS-7094,ZONE 2,STREAM,TOWNSEND CREEK,N/A,29,58,6.019376,83,20,23.318815,,LAFAYETTE,Q4827,ECONFINA-STEINHATCHEE,,34403
-82.43153583,29.89084043,Z2-SS-7095,ZONE 2,STREAM,,N/A,29,53,27.005249,82,25,53.516533,,ALACHUA,Q4820,SANTA FE,,34404
-82.92046052,29.21724429,Z2-SS-7096,ZONE 2,STREAM,,N/A,29,13,2.059789,82,55,13.644998,,LEVY,Q4224,WACCASASSA,,34405
-82.41824094,30.20098828,Z2-SS-7097,ZONE 2,STREAM,OLUSTEE CREEK,N/A,30,12,3.537253,82,25,5.654896,,BAKER,Q5020,SANTA FE,,34406
-83.51540635,30.15755056,Z2-SS-7098,ZONE 2,STREAM,,N/A,30,9,27.161624,83,30,55.449243,,TAYLOR,Q5029,ECONFINA-STEINHATCHEE,,34407
-82.12046489,30.08844529,Z2-SS-7099,ZONE 2,STREAM,OLUSTEE CREEK,N/A,30,5,18.382543,82,7,13.661439,,BRADFORD,Q4917,SANTA FE,,34408
-82.90545457,29.22668731,Z2-SS-7100,ZONE 2,STREAM,JACKS CREEK,N/A,29,13,36.054633,82,54,19.62357,,LEVY,Q4224,WACCASASSA,,34409
-83.605787,30.11044162,Z2-SS-8108,ZONE 2,STREAM,SPRING CREEK,N/A,30,6,37.5695,83,36,20.8195,,TAYLOR,Q4929,ECONFINA-STEINHATCHEE,,34410
-82.39444109,29.83596274,Z2-SS-8109,ZONE 2,STREAM,,N/A,29,50,9.44561,82,23,39.9755,,ALACHUA,Q4720,SANTA FE,,34411
-83.1301726,29.64302897,Z2-SS-8110,ZONE 2,STREAM,,N/A,29,38,34.8843,83,7,48.6082,,DIXIE,Q4626,ECONFINA-STEINHATCHEE,,34412
-82.68751376,29.20370633,Z2-SS-8111,ZONE 2,STREAM,BULLFROG CREEK,N/A,29,12,13.3231,82,41,15.0369,,LEVY,Q4222,WACCASASSA,,34413
-82.86392758,30.31175064,Z2-SS-8112,ZONE 2,STREAM,,N/A,30,18,42.2817,82,51,50.1263,,SUWANNEE,Q5123,UPPER SUWANNEE,,34414
-82.34595816,30.00501725,Z2-SS-8113,ZONE 2,STREAM,,N/A,30,0,18.0417,82,20,45.437,,UNION,Q4919,SANTA FE,,34415
-83.37321665,29.92587109,Z2-SS-8114,ZONE 2,STREAM,KETTLE CREEK,N/A,29,55,33.1157,83,22,23.5665,,TAYLOR,Q4827,ECONFINA-STEINHATCHEE,,34416
-82.46924857,30.03992503,Z2-SS-8115,ZONE 2,STREAM,SWIFT CREEK,N/A,30,2,23.7097,82,28,9.28232,,UNION,Q4920,SANTA FE,,34417
-83.55948269,30.13137305,Z2-SS-8116,ZONE 2,STREAM,,N/A,30,7,52.9226,83,33,34.124,,TAYLOR,Q5029,ECONFINA-STEINHATCHEE,,34418
-82.75646311,30.53964761,Z2-SS-8117,ZONE 2,STREAM,ROCKY CREEK,N/A,30,32,22.7106,82,45,23.2543,,HAMILTON,Q5323,UPPER SUWANNEE,,34419
-82.94295705,30.43563184,Z2-SS-8118,ZONE 2,STREAM,,N/A,30,26,8.25395,82,56,34.6323,,HAMILTON,Q5224,UPPER SUWANNEE,,34420
-83.96835215,30.16123484,Z2-SS-7101,ZONE 2,STREAM,,N/A,30,9,40.425091,83,58,6.053652,,JEFFERSON,Q5032,AUCILLA,,34443
-83.34133421,29.6784336,Z2-SS-7102,ZONE 2,STREAM,SAND HILL CREEK,N/A,29,40,42.340938,83,20,28.789771,,DIXIE,Q4627,ECONFINA-STEINHATCHEE,,34444
-83.61101126,30.57690334,Z2-SS-7103,ZONE 2,STREAM,GUM CREEK,N/A,30,34,36.831304,83,36,39.626755,,MADISON,Q5329,AUCILLA,,34445
-82.2744723,29.8984971,Z2-SS-7104,ZONE 2,STREAM,,N/A,29,53,54.569244,82,16,28.08797,,BRADFORD,Q4819,SANTA FE,,34446
-83.34676596,29.90801348,Z2-SS-7105,ZONE 2,STREAM,,N/A,29,54,28.828318,83,20,48.34402,,LAFAYETTE,Q4827,ECONFINA-STEINHATCHEE,,34447
-82.62384886,30.41182223,Z2-SS-7106,ZONE 2,STREAM,,N/A,30,24,42.53931,82,37,25.843161,,COLUMBIA,Q5221,UPPER SUWANNEE,,34448
-82.42369931,29.77631853,Z2-SS-7107,ZONE 2,STREAM,,N/A,29,46,34.726535,82,25,25.305089,,ALACHUA,Q4720,SANTA FE,,34449
-83.06047589,29.38348522,Z2-SS-7108,ZONE 2,STREAM,,N/A,29,23,0.527008,83,3,37.700169,,DIXIE,Q4425,LOWER SUWANNEE,,34450
-82.46011193,29.93296545,Z2-SS-7109,ZONE 2,STREAM,,N/A,29,55,58.655288,82,27,36.390463,,UNION,Q4820,SANTA FE,,34451
-83.7623258,30.07163126,Z2-SS-7110,ZONE 2,STREAM,SMOKEHOUSE CREEK,N/A,30,4,17.852244,83,45,44.358992,,TAYLOR,Q4931,ECONFINA-STEINHATCHEE,,34452
-84.00125969,30.38733895,Z2-SS-7111,ZONE 2,STREAM,,N/A,30,23,14.399681,84,0,4.520709,,JEFFERSON,Q5233,AUCILLA,,34453
-82.1078202,29.90798334,Z2-SS-8119,ZONE 2,STREAM,,N/A,29,54,28.7197,82,6,28.1406,,BRADFORD,Q4817,SANTA FE,,34454
-83.59772147,29.88401001,Z2-SS-8120,ZONE 2,STREAM,CLEARWATER CREEK,N/A,29,53,2.41587,83,35,51.7836,,TAYLOR,Q4829,ECONFINA-STEINHATCHEE,,34455
-82.56527905,30.35411891,Z2-SS-8121,ZONE 2,STREAM,DEEP CREEK,N/A,30,21,14.8074,82,33,54.9919,,COLUMBIA,Q5121,UPPER SUWANNEE,,34456
-83.23902531,29.97531702,Z2-SS-8122,ZONE 2,STREAM,CALF CREEK,N/A,29,58,31.121,83,14,20.4778,,LAFAYETTE,Q4826,ECONFINA-STEINHATCHEE,,34457
-82.79540713,29.23642122,Z2-SS-8123,ZONE 2,STREAM,WATCH CHAIN SLOUGH,N/A,29,14,11.0967,82,47,43.4529,,LEVY,Q4223,WACCASASSA,,34458
-83.56160473,30.54542456,Z2-SS-8124,ZONE 2,STREAM,LITTLE AUCILLA RIVER,N/A,30,32,43.5077,83,33,41.7633,,MADISON,Q5329,AUCILLA,,34459
-82.32507559,29.79249059,Z2-SS-8125,ZONE 2,STREAM,LITTLE MONTEOCHA CREEK,N/A,29,47,32.9459,82,19,30.2598,,ALACHUA,Q4719,SANTA FE,,34460
-83.73519413,30.06831038,Z2-SS-8126,ZONE 2,STREAM,FENHOLLOWAY RIVER,N/A,30,4,5.89708,83,44,6.68501,,TAYLOR,Q4930,ECONFINA-STEINHATCHEE,,34461
-82.18302129,30.06776103,Z2-SS-8127,ZONE 2,STREAM,NEW RIVER,N/A,30,4,3.91926,82,10,58.8644,,BRADFORD,Q4918,SANTA FE,,34462
-84.00097392,30.38689598,Z2-SS-8128,ZONE 2,STREAM,,N/A,30,23,12.805,84,0,3.49194,,JEFFERSON,Q5233,AUCILLA,,34463
-82.77255798,29.3045871,Z2-SS-8129,ZONE 2,STREAM,OTTER CREEK,N/A,29,18,16.4938,82,46,21.196,,LEVY,Q4323,WACCASASSA,,34464
-82.86729869,30.27228986,Z2-SS-7112,ZONE 2,STREAM,,N/A,30,16,20.222921,82,52,2.2623,,SUWANNEE,Q5123,UPPER SUWANNEE,,34488
-83.08302008,29.54112937,Z2-SS-7113,ZONE 2,STREAM,,N/A,29,32,28.0458,83,4,58.859186,,DIXIE,Q4525,ECONFINA-STEINHATCHEE,,34489
-83.65887986,30.07256852,Z2-SS-7114,ZONE 2,STREAM,FENHOLLOWAY RIVER,N/A,30,4,21.226352,83,39,31.953746,,TAYLOR,Q4930,ECONFINA-STEINHATCHEE,,34490
-82.35469642,29.87867025,Z2-SS-7115,ZONE 2,STREAM,,N/A,29,52,43.192609,82,21,16.894726,,BRADFORD,Q4819,SANTA FE,,34491
-82.85361341,30.37924686,Z2-SS-7116,ZONE 2,STREAM,JERRY BRANCH,N/A,30,22,45.268065,82,51,12.995286,,HAMILTON,Q5223,UPPER SUWANNEE,,34492
-82.63553407,30.32701809,Z2-SS-7117,ZONE 2,STREAM,,N/A,30,19,37.244499,82,38,7.909907,,COLUMBIA,Q5122,UPPER SUWANNEE,,34493
-83.89317029,30.29240268,Z2-SS-7118,ZONE 2,STREAM,JONES MILL CREEK,N/A,30,17,32.629173,83,53,35.399018,,JEFFERSON,Q5132,AUCILLA,,34494
-82.34026555,29.94908424,Z2-SS-7119,ZONE 2,STREAM,,N/A,29,56,56.682911,82,20,24.94359,,BRADFORD,Q4819,SANTA FE,,34495
-82.69990945,29.19030587,Z2-SS-7120,ZONE 2,STREAM,,N/A,29,11,25.081472,82,41,59.661386,,LEVY,Q4222,WACCASASSA,,34496
-82.6752256,30.2670506,Z2-SS-7121,ZONE 2,STREAM,FALLING CREEK,N/A,30,16,1.361582,82,40,30.799395,,COLUMBIA,Q5122,UPPER SUWANNEE,,34497
-83.63679581,30.1409896,Z2-SS-7122,ZONE 2,STREAM,ROCKY CREEK,N/A,30,8,27.542209,83,38,12.451173,,TAYLOR,Q5030,ECONFINA-STEINHATCHEE,,34498
-83.70926363,30.48987985,Z2-SS-8130,ZONE 2,STREAM,LITTLE AUCILLA RIVER,N/A,30,29,23.5468,83,42,33.3352,,MADISON,Q5230,AUCILLA,,34499
-83.15996252,29.40208839,Z2-SS-8131,ZONE 2,STREAM,SANDERS CREEK,N/A,29,24,7.4984,83,9,35.8519,,DIXIE,Q4426,ECONFINA-STEINHATCHEE,,34500
-82.57402598,29.98779815,Z2-SS-8132,ZONE 2,STREAM,OLUSTEE CREEK,N/A,29,59,16.053,82,34,26.4809,,UNION,Q4821,SANTA FE,,34501
-83.08535719,30.60264572,Z2-SS-8133,ZONE 2,STREAM,TURKET CREEK,N/A,30,36,9.50379,83,5,7.27263,,HAMILTON,Q5325,ALAPAHA,,34502
-83.51468286,29.9884954,Z2-SS-8134,ZONE 2,STREAM,ATHENA WARRIOR CREEK,N/A,29,59,18.5632,83,30,52.8447,,TAYLOR,Q4829,ECONFINA-STEINHATCHEE,,34503
-82.27661783,29.86286124,Z2-SS-8135,ZONE 2,STREAM,,N/A,29,51,46.2802,82,16,35.8119,,BRADFORD,Q4719,SANTA FE,,34504
-83.64203752,30.33396417,Z2-SS-8136,ZONE 2,STREAM,,N/A,30,20,2.25047,83,38,31.3213,,MADISON,Q5130,AUCILLA,,34505
-82.64465351,30.31750182,Z2-SS-8137,ZONE 2,STREAM,ROBINSON CREEK,N/A,30,19,2.98592,82,38,40.7399,,COLUMBIA,Q5122,UPPER SUWANNEE,,34506
-83.32058741,29.85522293,Z2-SS-8138,ZONE 2,STREAM,,N/A,29,51,18.7824,83,19,14.1013,,LAFAYETTE,Q4727,ECONFINA-STEINHATCHEE,,34507
-82.7974292,30.38227007,Z2-SS-8139,ZONE 2,STREAM,SWIFT CREEK,N/A,30,22,56.1516,82,47,50.7322,,HAMILTON,Q5223,UPPER SUWANNEE,,34508
-82.99201553,30.42803966,Z2-SS-8140,ZONE 2,STREAM,MITCHELL CREEK,N/A,30,25,40.9221,82,59,31.2428,,HAMILTON,Q5224,UPPER SUWANNEE,,34509
-82.98092552,30.49778035,Z2-SS-7123,ZONE 2,STREAM,,N/A,30,29,51.988519,82,58,51.318744,,HAMILTON,Q5224,UPPER SUWANNEE,,34532
-83.35379048,29.69577511,Z2-SS-7124,ZONE 2,STREAM,,N/A,29,41,44.770384,83,21,13.632335,,TAYLOR,Q4627,ECONFINA-STEINHATCHEE,,34533
-82.15756012,30.0633368,Z2-SS-7125,ZONE 2,STREAM,ALLIGATOR CREEK,N/A,30,3,47.992014,82,9,27.204242,,BRADFORD,Q4918,SANTA FE,,34534
-82.69879567,29.31090912,Z2-SS-7126,ZONE 2,STREAM,MULE CREEK,N/A,29,18,39.253079,82,41,55.651764,,LEVY,Q4322,WACCASASSA,,34535
-82.1112391,30.00650991,Z2-SS-7127,ZONE 2,STREAM,WATER OAK CREEK,N/A,30,0,23.415265,82,6,40.448605,,BRADFORD,Q4917,SANTA FE,,34536
-82.87257017,29.20368116,Z2-SS-7128,ZONE 2,STREAM,,N/A,29,12,13.232514,82,52,21.239773,,LEVY,Q4223,WACCASASSA,,34537
-83.76823429,30.54316668,Z2-SS-7129,ZONE 2,STREAM,,N/A,30,32,35.379367,83,46,5.629509,,JEFFERSON,Q5331,AUCILLA,,34538
-83.41995021,29.86331365,Z2-SS-7130,ZONE 2,STREAM,CALIFORNIA CREEK,N/A,29,51,47.908998,83,25,11.807271,,TAYLOR,Q4728,ECONFINA-STEINHATCHEE,,34539
-82.94220464,30.40558709,Z2-SS-7131,ZONE 2,STREAM,,N/A,30,24,20.09287,82,56,31.923652,,HAMILTON,Q5224,UPPER SUWANNEE,,34540
-82.50896288,29.84383028,Z2-SS-7132,ZONE 2,STREAM,MILL CREEK,N/A,29,50,37.768777,82,30,32.253816,,ALACHUA,Q4721,SANTA FE,,34541
-82.9579667,29.87841014,Z2-SS-7133,ZONE 2,STREAM,,N/A,29,52,42.256279,82,57,28.667113,,LAFAYETTE,Q4824,LOWER SUWANNEE,,34542
-82.87654873,29.24084533,Z2-SS-8141,ZONE 2,STREAM,,N/A,29,14,27.0235,82,52,35.5626,,LEVY,Q4224,WACCASASSA,,34543
-83.69317088,30.4934421,Z2-SS-8142,ZONE 2,STREAM,LITTLE AUCILLA RIVER,N/A,30,29,36.3709,83,41,35.4013,,MADISON,Q5230,AUCILLA,,34544
-82.78118815,29.23379201,Z2-SS-8143,ZONE 2,STREAM,CHICKEN SLOUGH,N/A,29,14,1.63155,82,46,52.2646,,LEVY,Q4223,WACCASASSA,,34545
-82.36253909,30.20903916,Z2-SS-8144,ZONE 2,STREAM,,N/A,30,12,32.5204,82,21,45.1283,,BAKER,Q5019,ST. MARYS,,34546
-82.74552877,29.86824709,Z2-SS-8145,ZONE 2,STREAM,COW CREEK,N/A,29,52,5.6693,82,44,43.8908,,GILCHRIST,Q4722,SANTA FE,,34547
-83.21817124,29.70979176,Z2-SS-8146,ZONE 2,STREAM,,N/A,29,42,35.2303,83,13,5.40319,,DIXIE,Q4626,ECONFINA-STEINHATCHEE,,34548
-82.61642801,30.43647056,Z2-SS-8147,ZONE 2,STREAM,LITTLE CREEK,N/A,30,26,11.2733,82,36,59.1281,,COLUMBIA,Q5221,UPPER SUWANNEE,,34549
-83.15905238,29.48376425,Z2-SS-8148,ZONE 2,STREAM,FISHBONE CREEK,N/A,29,29,1.53143,83,9,32.5754,,DIXIE,Q4426,ECONFINA-STEINHATCHEE,,34550
-82.23525434,29.91878513,Z2-SS-8149,ZONE 2,STREAM,,N/A,29,55,7.60614,82,14,6.90335,,BRADFORD,Q4818,SANTA FE,,34551
